MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,PreviousQualificationGrade,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Status
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130,Yes,0,0,1,Male,No,23,No,0,6,8,6,12,0,0,6,7,6,12,0,8,1,3,Graduate
Single,1st Phase - General Contingent,3,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120,No,0,1,1,Male,No,19,No,0,5,8,5,11,0,0,5,10,4,10,3,16,0,0,Dropout
Single,Over 23 Years Old,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,160,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,100,No,0,0,1,Male,No,26,No,0,6,7,6,12,0,0,6,8,5,10,0,12,3,-1,Enrolled
Single,2nd Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,148,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",134,No,0,0,1,Male,No,18,No,0,5,9,0,0,0,0,5,5,0,0,0,7,2,0,Enrolled
Single,2nd Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Administrative staff,130,No,0,0,1,Male,No,24,No,0,7,8,7,11,0,0,8,8,8,13,0,13,0,0,Graduate
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,135,Yes,0,0,1,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,15,2,-4,Dropout
Single,2nd Phase - General Contingent,4,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,118,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",111,Yes,0,0,1,Male,No,18,No,0,6,12,3,11,0,0,6,12,1,12,0,12,0,1,Dropout
Single,1st Phase - General Contingent,2,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,142,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132,Yes,0,0,1,Male,No,18,No,0,6,8,6,12,0,0,6,11,3,12,0,10,1,1,Graduate
Single,2nd Phase - General Contingent,3,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115,Yes,0,1,1,Male,No,18,No,0,5,8,3,10,0,0,5,11,3,10,0,10,1,1,Dropout
Single,3rd Phase - General Contingent,4,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,106,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",106,Yes,0,0,1,Male,Yes,21,No,0,6,8,4,10,0,0,6,11,1,11,0,9,0,-3,Dropout
Single,2nd Phase - General Contingent,4,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,120,Yes,0,1,1,Male,Yes,19,No,0,6,6,6,13,0,0,6,6,6,13,0,8,1,3,Graduate
Single,2nd Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,150,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130,No,0,0,1,Male,Yes,22,No,0,7,7,7,14,0,0,8,9,8,15,0,16,0,0,Graduate
Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",117,No,0,0,1,Male,No,33,No,0,6,8,6,12,0,0,6,6,6,11,0,10,1,1,Graduate
Single,1st Phase - General Contingent,6,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,114,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110,Yes,0,0,1,Male,No,20,No,0,6,8,5,12,0,0,6,7,5,12,0,10,1,1,Dropout
Single,Over 23 Years Old,1,Management (evening attendance),Evening,Higher Education - Bachelor's Degree,140,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,155,Yes,0,0,1,Male,No,35,No,0,1,1,0,0,1,0,5,0,0,0,0,10,1,1,Dropout
Single,Over 23 Years Old,1,Agronomy,Daytime,Higher Education - Master's,160,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,180,No,0,1,1,Male,No,24,No,6,12,17,6,12,0,7,12,14,10,13,0,12,0,1,Dropout
Single,2nd Phase - General Contingent,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,125,No,0,0,1,Male,No,18,No,0,5,6,5,12,0,0,5,8,3,11,0,12,3,-1,Enrolled
Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110,Yes,0,0,1,Female,No,33,No,0,6,7,6,11,0,0,6,11,5,11,0,9,0,-3,Graduate
Single,Transfer,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",161,Yes,0,0,1,Female,Yes,22,No,0,8,8,7,13,0,0,8,8,7,13,0,10,1,1,Graduate
Single,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",100,No,0,0,1,Female,Yes,25,No,0,5,7,4,10,0,0,5,7,5,11,0,9,0,-3,Graduate
Single,2nd Phase - General Contingent,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Student,117,Yes,0,0,1,Male,No,20,No,0,6,9,6,10,1,0,6,6,5,11,0,7,2,0,Graduate
Single,1st Phase - General Contingent,6,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,143,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128,Yes,0,0,1,Male,No,23,No,0,5,6,4,14,0,0,5,5,5,13,0,11,0,2,Enrolled
Single,Change of Course,2,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,115,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",112,Yes,0,1,1,Male,No,18,No,0,5,9,2,10,0,0,5,9,0,0,0,15,2,-4,Enrolled
Single,Over 23 Years Old,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,100,No,0,0,1,Male,No,24,No,0,7,18,0,0,0,0,7,7,0,0,0,13,0,0,Dropout
Single,2nd Phase - General Contingent,2,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Brazilian,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,105,Yes,0,0,0,Female,No,21,Yes,0,6,6,6,14,0,0,6,6,6,13,0,8,1,3,Graduate
Single,International Student (Bachelor),1,Equinculture,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,100,No,0,0,1,Female,No,26,Yes,0,6,7,2,12,1,0,6,6,0,0,0,8,1,3,Dropout
Married,Over 23 Years Old,1,Basic Education,Daytime,11th Year of Schooling - Not Completed,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Student,Student,115,No,0,0,1,Female,No,39,No,0,6,12,3,12,0,0,6,14,0,0,1,7,2,0,Dropout
Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114,No,0,0,1,Female,No,44,No,2,8,11,8,11,0,0,6,7,6,12,0,12,3,-1,Graduate
Single,International Student (Bachelor),1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Santomean,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,137,Yes,0,0,1,Male,No,19,Yes,0,5,9,5,14,0,0,5,11,3,13,0,13,0,0,Enrolled
Single,1st Phase - General Contingent,5,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124,Yes,0,0,1,Female,No,18,No,0,6,6,6,13,0,0,6,6,6,13,0,8,1,3,Graduate
Single,1st Phase - General Contingent,5,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120,Yes,0,0,1,Female,Yes,18,No,0,7,7,7,13,0,0,8,9,8,14,0,12,0,1,Graduate
Single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,Legislative Power and Executive Bodies,134,Yes,0,0,1,Female,No,19,No,0,5,7,5,14,2,0,5,7,5,13,0,12,3,-1,Enrolled
Single,1st Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,115,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,111,Yes,0,1,0,Female,No,19,No,0,7,10,4,11,0,0,7,7,0,0,0,13,0,0,Dropout
Single,Short Cycle Diploma Holders,1,Veterinary Nursing,Daytime,Professional Higher Technical Course,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128,No,0,0,1,Female,No,21,No,7,10,12,8,12,0,4,9,14,5,13,0,8,1,3,Dropout
Single,1st Phase - General Contingent,4,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,110,Yes,0,0,1,Female,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Graduate
Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",113,Yes,0,0,1,Female,No,36,No,0,6,0,0,0,0,0,6,0,0,0,0,9,0,-3,Dropout
Divorced,Over 23 Years Old,1,Agronomy,Daytime,Other - 11th Year of Schooling,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160,No,0,0,1,Female,No,43,No,13,18,19,18,14,0,10,13,14,13,14,1,15,2,-4,Graduate
Single,3rd Phase - General Contingent,1,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,123,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117,Yes,0,0,1,Female,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,11,0,2,Dropout
Single,Change of Institution/Course,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122,No,0,1,1,Female,No,20,No,4,10,12,10,13,0,5,11,11,11,12,0,11,0,2,Graduate
Single,1st Phase - General Contingent,2,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,122,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",118,Yes,0,0,1,Female,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,16,0,0,Dropout
Single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,113,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,106,Yes,0,0,1,Female,No,20,No,0,6,15,4,14,0,0,6,17,4,13,0,15,2,-4,Dropout
Single,1st Phase - General Contingent,5,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,111,Portuguese,Higher Education - Degree,Higher Education - Master's,Administrative staff,Intermediate Level Technicians and Professions,108,Yes,0,0,1,Female,No,20,No,2,7,9,6,13,0,0,7,10,5,12,0,12,0,1,Dropout
Single,2nd Phase - General Contingent,2,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,107,Yes,0,0,1,Female,No,20,No,0,7,12,6,11,0,0,7,10,3,13,0,16,0,0,Enrolled
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,142,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",136,Yes,0,0,1,Female,No,18,No,0,6,8,6,13,0,0,6,6,6,15,0,13,0,0,Graduate
Single,2nd Phase - General Contingent,2,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,123,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115,Yes,0,0,1,Female,Yes,18,No,0,5,9,3,13,0,0,5,11,3,11,0,8,1,3,Enrolled
Single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,139,Yes,0,0,1,Female,No,19,No,0,5,6,5,13,0,0,5,5,5,12,0,10,1,1,Graduate
Single,1st Phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,158,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",157,Yes,0,0,1,Female,No,18,No,0,6,6,6,12,0,0,6,7,6,12,0,10,1,1,Graduate
Single,2nd Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,122,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,131,Yes,0,0,1,Female,No,18,No,0,7,7,6,12,1,0,7,7,6,12,1,7,2,0,Dropout
Single,Change of Course,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100,No,0,0,1,Female,No,20,No,0,7,11,6,11,0,0,7,7,7,13,0,13,0,0,Enrolled
Single,2nd Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,154,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",140,Yes,0,0,1,Female,Yes,20,No,0,6,13,2,10,0,0,6,12,4,10,0,7,2,0,Enrolled
Single,2nd Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,113,No,0,0,1,Female,No,20,No,0,5,11,3,10,0,0,5,10,3,10,0,12,0,1,Enrolled
